gene,methylation_expr_corr,scaling_factor,modulation_type
FOXQ1,-0.19478634,0.8052137,suppression
FOXR1,-0.017298616,0.98270136,suppression
FOXRED1,0.027768759,1.0277687,enhancement
FOXRED2,0.08959658,1.0895966,enhancement
FPGS,0.010610855,1.0106108,enhancement
FRAT1,-0.050155926,0.94984406,suppression
FRAT2,-0.024942175,0.97505784,suppression
FREM2,-0.10852074,0.89147925,suppression
FRMD3,-0.017886726,0.9821133,suppression
FRMD4B,0.0062947976,1.0062948,enhancement
FRMPD1,-0.0030211746,0.9969788,suppression
FRS2,-0.07822692,0.9217731,suppression
FRS3,0.031562433,1.0315624,enhancement
FRYL,0.03990122,1.0399013,enhancement
FSCN1,-0.2306698,0.7693302,suppression
FSCN2,-0.21642126,0.78357875,suppression
FSCN3,0.03843398,1.038434,enhancement
FSD1L,-0.01085802,0.989142,suppression
FST,-0.048182376,0.95181763,suppression
FSTL1,-0.23302747,0.76697254,suppression
FSTL3,-0.069335766,0.93066424,suppression
FSTL4,0.009396668,1.0093967,enhancement
FTHL17,-0.0038977002,0.9961023,suppression
FTL,0.03374988,1.0337498,enhancement
FTMT,0.0009919312,1.000992,enhancement
FTSJ1,-0.03605165,0.96394837,suppression
FTSJ3,-0.012691939,0.9873081,suppression
FUBP1,-0.0056020636,0.99439794,suppression
FUBP3,-0.04789573,0.9521043,suppression
FUCA2,-0.13414113,0.86585885,suppression
FUNDC2,0.0377749,1.0377749,enhancement
FURIN,-0.07253169,0.9274683,suppression
FUT2,-0.22151493,0.77848506,suppression
FUZ,-0.043200582,0.9567994,suppression
FXR1,-0.0080730915,0.9919269,suppression
FXR2,-0.005329002,0.994671,suppression
FXYD1,-0.19891328,0.8010867,suppression
FXYD2,-0.14980206,0.8501979,suppression
FYCO1,0.06022629,1.0602263,enhancement
FZD1,-0.01950452,0.98049545,suppression
FZD3,-0.20617008,0.7938299,suppression
FZD5,0.0025260774,1.002526,enhancement
FZD7,-0.13711481,0.8628852,suppression
FZD8,-0.17173553,0.8282645,suppression
FZD9,-0.32719576,0.67280424,suppression
FZR1,0.0010766955,1.0010767,enhancement
G3BP2,-0.02125143,0.97874856,suppression
G6PC3,0.03810526,1.0381052,enhancement
G6PD,-0.059258886,0.9407411,suppression
GAA,0.09471452,1.0947145,enhancement
GAB1,-0.024729809,0.9752702,suppression
GAB2,-0.00026064875,0.99973935,suppression
GAB3,0.030870503,1.0308706,enhancement
GAB4,-0.0005028215,0.9994972,suppression
GABARAP,0.015605717,1.0156057,enhancement
GABARAPL2,0.015425755,1.0154258,enhancement
GABBR1,-0.015348824,0.98465115,suppression
GABPA,-0.0065649063,0.9934351,suppression
GABRB2,-0.035263643,0.96473634,suppression
GABRE,-0.25992015,0.7400799,suppression
GABRG3,-0.049072903,0.9509271,suppression
GABRQ,-8.720024e-07,0.9999991,suppression
GAD1,-0.112615645,0.88738436,suppression
GADD45A,-0.07788856,0.92211145,suppression
GADD45B,-0.086787745,0.91321224,suppression
GADD45G,0.029639453,1.0296395,enhancement
GAK,0.056536306,1.0565363,enhancement
GAL3ST3,-0.0026295388,0.9973705,suppression
GALE,0.01493651,1.0149366,enhancement
GALK1,-0.03649738,0.96350265,suppression
GALK2,-0.09412979,0.9058702,suppression
GALNS,0.030533198,1.0305332,enhancement
GALNT10,0.023281362,1.0232813,enhancement
GALNT11,0.0042875553,1.0042876,enhancement
GALNT13,-0.1629867,0.8370133,suppression
GALNT16,-0.13234973,0.8676503,suppression
GALNT18,-0.092319205,0.9076808,suppression
GALNT2,0.021149645,1.0211496,enhancement
GALNT6,0.008003425,1.0080035,enhancement
GALR2,0.065570705,1.0655707,enhancement
GANAB,-0.003758726,0.9962413,suppression
GAPDH,0.010777973,1.010778,enhancement
GAPVD1,-0.001644096,0.9983559,suppression
GART,-0.004288324,0.9957117,suppression
GAS1,-0.1473176,0.8526824,suppression
GAS2L1,0.012824016,1.012824,enhancement
GAS2L2,-0.10169283,0.89830714,suppression
GAS6,-0.06619486,0.9338051,suppression
GAS8,0.029808534,1.0298085,enhancement
GATA2,-0.23034245,0.76965755,suppression
GATA4,-0.019992601,0.9800074,suppression
GATA5,-0.16365255,0.83634746,suppression
GATA6,-0.0145435445,0.98545647,suppression
GATAD1,0.05189059,1.0518906,enhancement
GATAD2B,0.16527042,1.1652704,enhancement
GATM,-0.3707102,0.6292898,suppression
GBGT1,-0.422327,0.57767296,suppression
GBX2,0.017590899,1.0175909,enhancement
GCAT,0.039396197,1.0393962,enhancement
GCC1,0.0072235228,1.0072235,enhancement
GCC2,0.041477516,1.0414776,enhancement
GCDH,0.04892404,1.0489241,enhancement
GCGR,0.07230904,1.072309,enhancement
GCH1,-0.055968534,0.9440315,suppression
GCHFR,-0.045888923,0.9541111,suppression
GCLC,-0.08956454,0.91043544,suppression
GCLM,-0.048153065,0.95184696,suppression
GCM2,0.022390448,1.0223905,enhancement
GCOM1,-0.18294522,0.81705475,suppression
GCSAML,0.010306022,1.010306,enhancement
GCSH,0.002031744,1.0020318,enhancement
GDAP1,-0.075059526,0.92494047,suppression
GDF10,-0.092823096,0.9071769,suppression
GDF11,0.038843922,1.0388439,enhancement
GDF6,-0.008197118,0.9918029,suppression
GDF7,-0.019875547,0.9801245,suppression
GDF9,0.00661622,1.0066162,enhancement
GDNF,0.0069176005,1.0069176,enhancement
GDPD1,0.023786092,1.0237861,enhancement
GDPD5,-0.08205287,0.9179471,suppression
GDPGP1,0.0032280607,1.0032281,enhancement
GEMIN2,-0.06822102,0.93177897,suppression
GEMIN5,-0.065827474,0.9341725,suppression
GEMIN6,-0.019405669,0.98059434,suppression
GEMIN7,-0.006373112,0.9936269,suppression
GEMIN8,-0.1043203,0.8956797,suppression
GEMIN8P4,0.02694513,1.0269451,enhancement
GEN1,-0.031215368,0.96878463,suppression
GET4,-0.05700911,0.9429909,suppression
GFER,-0.028989682,0.9710103,suppression
GFOD1,0.0038994316,1.0038995,enhancement
GFOD2,0.027507097,1.0275071,enhancement
GFPT1,-0.029695958,0.970304,suppression
GFRA1,-0.17182435,0.82817566,suppression
GFRA3,-0.1193365,0.8806635,suppression
GFY,-0.05430871,0.9456913,suppression
GGA1,0.030574245,1.0305742,enhancement
GGA2,0.11319468,1.1131947,enhancement
GGA3,0.0640791,1.064079,enhancement
GGCT,-0.016395643,0.9836044,suppression
GGCX,-0.03782995,0.96217006,suppression
GGH,-0.34128743,0.65871257,suppression
GGN,-0.026353037,0.97364694,suppression
GGNBP2,0.0069866083,1.0069866,enhancement
GGPS1,-0.05259939,0.9474006,suppression
GGT6,-0.327924,0.672076,suppression
GGT7,0.026072782,1.0260727,enhancement
GGTA1P,0.038529675,1.0385296,enhancement
GGTLC1,0.027878202,1.0278782,enhancement
GHITM,-0.027534897,0.9724651,suppression
GHR,-0.061479095,0.9385209,suppression
GHSR,0.013243464,1.0132434,enhancement
GID8,0.0640388,1.0640388,enhancement
GIGYF1,0.053226214,1.0532262,enhancement
GIGYF2,-0.07305103,0.92694896,suppression
GIN1,-0.072135374,0.9278646,suppression
GINM1,-0.045185592,0.95481443,suppression
GINS1,-0.03084943,0.96915054,suppression
GINS2,-0.079944976,0.92005503,suppression
GINS3,-0.0005459954,0.999454,suppression
GINS4,-0.040789347,0.95921063,suppression
GIPC1,0.012998271,1.0129982,enhancement
GIPC2,-0.02274984,0.97725016,suppression
GIPC3,0.017356964,1.017357,enhancement
GIT1,0.064880654,1.0648806,enhancement
GIT2,0.056728918,1.056729,enhancement
GJA3,0.0012466395,1.0012467,enhancement
GJB1,0.11710468,1.1171046,enhancement
GJB2,-0.05892606,0.94107395,suppression
GJB3,-0.13857153,0.8614285,suppression
GJB4,-0.0034768388,0.99652314,suppression
GJB6,-0.091041975,0.908958,suppression
GJC1,0.047802813,1.0478028,enhancement
GJD2,-0.0051958878,0.9948041,suppression
GK5,-0.12907721,0.8709228,suppression
GLB1,-0.018027946,0.98197204,suppression
GLB1L,-0.09786402,0.90213597,suppression
GLB1L3,0.016156793,1.0161568,enhancement
GLCE,0.07444608,1.0744461,enhancement
GLDC,-0.14940065,0.85059935,suppression
GLE1,0.08910096,1.089101,enhancement
GLG1,0.04308544,1.0430855,enhancement
GLI1,0.013821867,1.0138218,enhancement
GLI3,-0.003377699,0.9966223,suppression
GLI4,0.11721289,1.1172129,enhancement
GLIPR1L2,0.026094241,1.0260942,enhancement
GLIS2,-0.050065957,0.94993407,suppression
GLMN,-0.032111567,0.9678884,suppression
GLP1R,0.03791814,1.0379181,enhancement
GLRA1,-0.04558811,0.95441186,suppression
GLRA2,-0.016760642,0.98323935,suppression
GLRA3,-0.11038833,0.88961166,suppression
GLRX3,-0.061492033,0.938508,suppression
GLRX5,-0.0018552366,0.99814475,suppression
GLS,-0.038432065,0.96156794,suppression
GLS2,0.22859828,1.2285982,enhancement
GLT8D1,0.043301564,1.0433016,enhancement
GLUD1,0.06811673,1.0681168,enhancement
GLUL,-0.05471073,0.94528925,suppression
GLYCTK,0.051195197,1.0511951,enhancement
GLYR1,0.0526148,1.0526148,enhancement
GMCL1,0.0662432,1.0662432,enhancement
GMDS,-0.0120584965,0.9879415,suppression
GMEB2,0.10883242,1.1088324,enhancement
GMFB,0.0018346908,1.0018348,enhancement
GMIP,0.07510174,1.0751017,enhancement
GMNC,0.0249627,1.0249627,enhancement
GMPPB,0.026621416,1.0266215,enhancement
GMPR2,0.036908302,1.0369083,enhancement
GMPS,-0.08164733,0.91835266,suppression
GNA11,-0.038374167,0.9616258,suppression
GNA12,0.03637582,1.0363758,enhancement
GNAI1,-0.120963216,0.8790368,suppression
GNAL,0.100959875,1.1009599,enhancement
GNAQ,-0.12435116,0.87564886,suppression
GNAZ,0.0034890303,1.003489,enhancement
GNB1,0.010235105,1.0102351,enhancement
GNB1L,-0.011079832,0.98892015,suppression
GNB2,0.045276485,1.0452765,enhancement
GNB3,0.11292451,1.1129245,enhancement
GNB4,-0.09208415,0.90791583,suppression
GNE,-0.046470728,0.9535293,suppression
GNG11,-0.31856352,0.6814365,suppression
GNG13,-0.05286104,0.94713897,suppression
GNG5,-0.0023696683,0.99763036,suppression
GNG7,-0.19528055,0.80471945,suppression
GNG8,-0.04612946,0.95387053,suppression
GNL3,-0.0022225475,0.99777746,suppression
GNL3L,-0.06389147,0.9361085,suppression
GNPAT,0.024800757,1.0248008,enhancement
GNPNAT1,0.060095772,1.0600958,enhancement
GNPTAB,-0.04673842,0.95326155,suppression
GNPTG,0.06493405,1.064934,enhancement
GNRHR2,-0.03806626,0.96193373,suppression
GOLGA1,0.07539502,1.075395,enhancement
GOLGA2,0.016799528,1.0167996,enhancement
GOLGA3,0.08079073,1.0807908,enhancement
GOLGA4,-0.017309595,0.9826904,suppression
GOLGA5,-0.121931374,0.8780686,suppression
GOLGA7,0.009400269,1.0094002,enhancement
GOLGA8B,-0.019808756,0.98019123,suppression
GOLGB1,0.034593277,1.0345932,enhancement
GOLM1,-0.08593991,0.9140601,suppression
GOLPH3,-0.015917785,0.9840822,suppression
GOLT1A,-0.09306327,0.9069367,suppression
GON4L,0.099825226,1.0998253,enhancement
GORASP1,0.023748701,1.0237488,enhancement
GOSR1,-0.11790999,0.88209003,suppression
GOT1,0.029132888,1.0291328,enhancement
GOT1L1,-0.028422982,0.97157705,suppression
GOT2,-0.04505952,0.9549405,suppression
GP1BA,-0.09666903,0.903331,suppression
GP1BB,0.31788546,1.3178854,enhancement
GPAA1,0.017885081,1.0178851,enhancement
GPANK1,-0.0060570794,0.9939429,suppression
GPATCH11,0.013329222,1.0133293,enhancement
GPATCH2L,-0.026559258,0.97344077,suppression
GPATCH3,-0.0017941965,0.9982058,suppression
GPATCH4,-0.05585301,0.944147,suppression
GPATCH8,0.062906325,1.0629063,enhancement
GPC1,0.07460517,1.0746052,enhancement
GPC2,0.0055632317,1.0055633,enhancement
GPC4,0.06302543,1.0630255,enhancement
GPC5,-0.0025234472,0.9974766,suppression
GPD1L,-0.015838519,0.9841615,suppression
GPI,-0.010213136,0.98978686,suppression
GPM6B,-0.41927168,0.5807283,suppression
GPN2,0.031411815,1.0314118,enhancement
GPR101,0.027382942,1.027383,enhancement
GPR107,-0.07157335,0.9284266,suppression
GPR108,0.045679964,1.0456799,enhancement
GPR12,-0.16605303,0.83394694,suppression
GPR135,-0.051575344,0.94842464,suppression
GPR137B,-0.18739988,0.81260014,suppression
GPR137C,0.014220832,1.0142208,enhancement
GPR139,-0.073161885,0.9268381,suppression
GPR150,-0.039663844,0.96033615,suppression
GPR153,0.003647254,1.0036472,enhancement
GPR155,0.036483247,1.0364833,enhancement
GPR157,-0.047942862,0.9520571,suppression
GPR158,-0.056454435,0.9435456,suppression
GPR161,-0.024246743,0.97575325,suppression
GPR162,-0.101686865,0.89831316,suppression
GPR176,-0.0125557585,0.9874442,suppression
GPR180,-0.07061894,0.9293811,suppression
GPR25,-0.005906235,0.9940938,suppression
GPR26,-0.18572892,0.8142711,suppression
GPR27,-0.054816525,0.94518346,suppression
GPR3,0.031034864,1.0310348,enhancement
GPR35,0.021081576,1.0210816,enhancement
GPR39,0.033330467,1.0333304,enhancement
GPR63,-0.17508611,0.82491386,suppression
GPR68,-0.09269294,0.907307,suppression
GPRASP1,-0.024981486,0.9750185,suppression
GPRC5B,-0.036420304,0.9635797,suppression
GPRC5C,-0.20788194,0.7921181,suppression
GPRIN1,-0.061501175,0.93849885,suppression
GPRIN2,-0.52062935,0.47937065,suppression
GPRIN3,-0.076935925,0.92306405,suppression
GPS1,0.0064861774,1.0064862,enhancement
GPS2,0.0006843044,1.0006843,enhancement
GPSM1,0.02131211,1.0213121,enhancement
GPSM2,-0.03850069,0.96149933,suppression
GPT2,0.040233117,1.0402331,enhancement
GPX1,-0.12400517,0.8759948,suppression
GPX4,0.043450233,1.0434502,enhancement
GPX7,-0.36630607,0.63369393,suppression
GRAMD1A,0.07594245,1.0759424,enhancement
GRB10,-0.1482914,0.8517086,suppression
GRB14,-0.08741713,0.9125829,suppression
GRB2,0.0010465841,1.0010465,enhancement
GRB7,-0.15395719,0.8460428,suppression
GREM1,-0.0637622,0.9362378,suppression
GRHL1,0.0026771424,1.0026771,enhancement
GRHL3,-0.010113081,0.98988694,suppression
GRHPR,0.09073839,1.0907384,enhancement
GRIA1,-0.025745818,0.9742542,suppression
GRIA2,-0.2950979,0.7049021,suppression
GRIA3,-0.14285824,0.85714173,suppression
GRID1,-0.0084476685,0.99155235,suppression
GRIK3,-0.050524656,0.94947535,suppression
GRIN2A,0.00046081172,1.0004609,enhancement
GRIN2B,0.017924309,1.0179243,enhancement
GRIN2D,-0.024217818,0.97578216,suppression
GRIN3A,-0.05779347,0.9422065,suppression
GRIN3B,-0.029978637,0.97002137,suppression
GRK1,-0.05594848,0.9440515,suppression
GRK4,0.06397816,1.0639782,enhancement
GRK5,0.04335943,1.0433594,enhancement
GRK6,0.050638597,1.0506386,enhancement
GRK7,0.01293623,1.0129362,enhancement
GRM8,0.0532183,1.0532182,enhancement
GRP,0.00753262,1.0075326,enhancement
GRPEL1,0.02779308,1.027793,enhancement
GRPEL2,0.027070513,1.0270705,enhancement
GRSF1,0.040891934,1.0408919,enhancement
GSC2,-0.008790614,0.9912094,suppression
GSDMD,0.051304165,1.0513042,enhancement
GSE1,0.04216415,1.0421642,enhancement
GSG1,-0.0070037716,0.9929962,suppression
GSG1L,-0.036964253,0.96303576,suppression
GSK3A,0.0076389094,1.0076389,enhancement
GSK3B,0.020780662,1.0207807,enhancement
GSKIP,-0.061848287,0.9381517,suppression
GSN,0.0023389554,1.002339,enhancement
GSR,-0.048732717,0.9512673,suppression
GSS,0.051220983,1.051221,enhancement
GSTA4,-0.08092797,0.91907203,suppression
GSTCD,-0.02837397,0.97162604,suppression
GSTM4,-0.07731043,0.92268956,suppression
GSTO1,-0.0493157,0.9506843,suppression
GSTZ1,-0.026768615,0.9732314,suppression
GSX1,-0.03960336,0.96039665,suppression
GSX2,0.046709828,1.0467098,enhancement
GTDC1,0.083973065,1.083973,enhancement
GTF2A1,0.027127985,1.027128,enhancement
GTF2A1L,0.008365902,1.0083659,enhancement
GTF2A2,-0.10547739,0.8945226,suppression
GTF2F2,-0.026347058,0.97365296,suppression
GTF2H2C,0.024934348,1.0249343,enhancement
GTF2H2C_2,-0.020808702,0.9791913,suppression
GTF2H4,-0.057956446,0.94204354,suppression
GTF2H5,-0.04799598,0.952004,suppression
GTF2I,-0.066585936,0.93341404,suppression
GTF3C1,0.13358195,1.133582,enhancement
GTF3C2,0.00095686835,1.0009569,enhancement
GTF3C3,-0.12283497,0.877165,suppression
GTF3C4,0.009084408,1.0090845,enhancement
GTF3C5,0.048716538,1.0487165,enhancement
GTF3C6,-0.07944822,0.9205518,suppression
GTPBP2,0.010251508,1.0102515,enhancement
GTPBP4,-0.03293617,0.96706384,suppression
GTPBP6,0.077826075,1.077826,enhancement
GTPBP8,-0.055236913,0.94476306,suppression
GTSE1,-0.04285376,0.9571462,suppression
GUCD1,0.043804828,1.0438049,enhancement
GUF1,-0.054426324,0.9455737,suppression
GUK1,-0.09967413,0.9003259,suppression
GULP1,-0.117217794,0.8827822,suppression
GUSBP1,0.05370533,1.0537053,enhancement
GUSBP4,-0.071451195,0.9285488,suppression
GUSBP5,-0.20445716,0.79554284,suppression
GXYLT1,0.0076072575,1.0076072,enhancement
GYG1,-0.01907312,0.9809269,suppression
GYPC,-0.2820473,0.7179527,suppression
GYS1,0.021114778,1.0211148,enhancement
GZMM,-0.14943054,0.8505695,suppression
H19,0.016473362,1.0164734,enhancement
HACD1,-0.10102955,0.8989704,suppression
HACD3,0.023464065,1.0234641,enhancement
HADH,-0.0013745914,0.9986254,suppression
HADHA,-0.049469013,0.950531,suppression
HADHB,-0.03608885,0.9639112,suppression
HAGH,0.0459497,1.0459497,enhancement
HAGHL,-0.025599198,0.9744008,suppression
HAND1,-0.050813034,0.949187,suppression
HAP1,0.0030368094,1.0030369,enhancement
HAPLN3,-0.18013085,0.81986916,suppression
HARBI1,0.01242372,1.0124238,enhancement
HARS2,0.062083483,1.0620835,enhancement
HAS3,-0.04290066,0.9570993,suppression
HAUS2,0.058754247,1.0587542,enhancement
HAUS3,0.03163632,1.0316364,enhancement
HAUS4,-0.016642272,0.9833577,suppression
HAUS6,-0.026022583,0.97397745,suppression
HAUS7,-0.10706388,0.8929361,suppression
HAUS8,0.03207541,1.0320754,enhancement
HAX1,0.007689161,1.0076891,enhancement
HBP1,-0.039110146,0.9608899,suppression
HBQ1,-0.17176402,0.828236,suppression
HBS1L,-0.031077957,0.968922,suppression
HCAR1,-0.16854852,0.8314515,suppression
HCCS,-0.13953315,0.86046684,suppression
HCG27,0.046638623,1.0466386,enhancement
HCN1,-0.018997569,0.98100245,suppression
HCN2,-0.025117224,0.9748828,suppression
HCN3,0.1424173,1.1424173,enhancement
HCN4,0.04664071,1.0466408,enhancement
HCP5,-0.082752205,0.9172478,suppression
HCRTR1,-0.07612201,0.923878,suppression
HDAC10,-0.028016381,0.9719836,suppression
HDAC11,0.04208723,1.0420872,enhancement
HDAC2,-0.06950608,0.93049395,suppression
HDAC3,0.035137676,1.0351377,enhancement
HDAC5,0.05932484,1.0593249,enhancement
HDAC7,0.07937529,1.0793753,enhancement
HDAC9,0.01444813,1.0144482,enhancement
HDGFL1,0.010960432,1.0109605,enhancement
HDGFL2,0.02736168,1.0273616,enhancement
HDHD2,0.014353879,1.0143539,enhancement
HDHD3,-0.22555086,0.7744491,suppression
HDLBP,-0.0117296,0.9882704,suppression
HEATR1,-0.15315923,0.84684074,suppression
HEATR6,-0.13065532,0.8693447,suppression
HEBP1,0.05872987,1.0587299,enhancement
HEBP2,0.0475939,1.047594,enhancement
HECTD1,0.035822574,1.0358226,enhancement
HECTD2,0.05551701,1.055517,enhancement
HECW1,0.03188158,1.0318816,enhancement
HECW2,-0.10405552,0.8959445,suppression
HEG1,-0.048289333,0.95171064,suppression
HELT,0.043681536,1.0436815,enhancement
HELZ,0.10078341,1.1007833,enhancement
HELZ2,-0.0629155,0.9370845,suppression
HEMK1,0.042253368,1.0422534,enhancement
HENMT1,-0.6636234,0.3363766,suppression
HERC1,0.081482805,1.0814828,enhancement
HERC2P2,0.016227305,1.0162272,enhancement
HERC3,0.00842059,1.0084206,enhancement
HERC4,0.034315683,1.0343157,enhancement
HERC5,-0.21149953,0.7885005,suppression
HERPUD1,-0.046612922,0.9533871,suppression
HERPUD2,0.002357332,1.0023574,enhancement
HES1,-0.011201465,0.98879856,suppression
HES2,-0.06695284,0.9330472,suppression
HES4,-0.00387505,0.9961249,suppression
HES5,-0.22673559,0.7732644,suppression
HES6,-0.089693226,0.91030675,suppression
HEXA,-0.0698073,0.9301927,suppression
HEXB,0.0040566195,1.0040566,enhancement
HEXIM1,-0.03885146,0.96114856,suppression
HEXIM2,0.05236051,1.0523605,enhancement
HEY2,-0.04479919,0.9552008,suppression
HEYL,-0.009548286,0.9904517,suppression
HGC6.3,0.0016187213,1.0016187,enhancement
HGS,0.09001907,1.0900191,enhancement
HGSNAT,-0.0062705027,0.9937295,suppression
HHAT,0.036894165,1.0368942,enhancement
HHEX,-0.29810196,0.70189804,suppression
HHIP,0.008495559,1.0084956,enhancement
HHLA3,-0.01912631,0.9808737,suppression
HIATL1,-0.034126304,0.9658737,suppression
HIATL2,0.06646293,1.0664629,enhancement
HIF1A,-0.15853368,0.8414663,suppression
HIF3A,0.0067867874,1.0067868,enhancement
HIGD2A,-0.021687955,0.978312,suppression
HIGD2B,-0.060949076,0.9390509,suppression
HINT1,-0.019384686,0.9806153,suppression
HIP1,0.038253035,1.0382531,enhancement
HIPK1,0.05237703,1.052377,enhancement
HIPK2,0.033221267,1.0332212,enhancement
HIPK3,-0.026659813,0.9733402,suppression
HIRA,0.010531957,1.0105319,enhancement
HIRIP3,0.052568987,1.052569,enhancement
HIVEP1,-0.009594814,0.9904052,suppression
HIVEP2,-0.04165772,0.95834225,suppression
HIVEP3,0.028162982,1.028163,enhancement
HJURP,0.012605454,1.0126054,enhancement
HLA-DPA1,0.13878071,1.1387807,enhancement
HLA-F,-0.07198195,0.92801803,suppression
HLCS,-0.013135985,0.98686403,suppression
HLTF,-0.10735789,0.89264214,suppression
HM13,-0.05191952,0.9480805,suppression
HMBOX1,0.05269452,1.0526946,enhancement
HMBS,0.03848978,1.0384898,enhancement
HMCES,0.02972266,1.0297227,enhancement
HMCN2,-0.010467757,0.98953223,suppression
HMG20A,-0.004162509,0.9958375,suppression
HMG20B,0.03644115,1.0364412,enhancement
HMGA2,0.03839233,1.0383923,enhancement
HMGB3,-0.121759005,0.878241,suppression
